torque,tool_wear,air_temperature,rotational_speed,process_temperature,type_enc,machine_failure
58.2,110,302.0,1336,310.4,1,1
54.2,207,300.5,1379,309.8,1,1
32.4,69,298.3,1597,308.3,1,0
39.2,153,299.0,1483,310.3,1,0
20.7,59,298.8,1991,308.8,1,0
56.8,187,303.3,1337,311.6,1,1
69.7,64,298.7,1402,310.1,2,1
70.6,94,303.5,1284,312.4,1,1
40.6,124,298.8,1490,309.8,1,0
62.2,142,300.3,1320,309.5,2,0
23.5,59,303.4,1972,312.2,2,0
51.7,153,301.9,1370,310.4,1,1
67.3,159,300.8,1274,312.0,2,0
61.2,189,300.8,1405,310.1,1,1
49.0,136,301.8,1416,311.5,2,0
46.0,184,302.3,1487,310.1,1,0
47.5,109,302.2,1346,310.6,1,1
51.8,90,303.7,1363,312.1,1,1
34.4,64,302.8,1590,312.4,1,0
40.8,169,298.1,1537,307.7,1,0
63.9,20,301.4,1259,309.9,1,1
22.0,74,300.7,1925,310.8,1,0
64.7,57,300.1,1306,310.1,1,0
48.1,32,303.3,1350,311.3,1,1
44.5,49,298.1,1425,309.1,0,0
54.6,66,298.7,1433,310.1,1,0
42.2,85,301.7,1492,310.6,2,0
47.3,123,300.8,1423,312.5,1,0
44.1,204,298.0,1442,308.2,1,0
47.6,85,298.8,1359,308.5,0,0
58.5,55,302.5,1326,310.3,1,1
45.6,137,301.0,1357,311.6,2,0
62.9,134,299.4,1446,308.7,1,1
21.2,125,299.0,1981,310.4,1,0
56.7,203,297.7,1373,308.5,1,1
53.3,132,296.2,1389,306.8,1,0
47.2,35,299.0,1377,308.3,2,0
63.6,30,298.9,1372,308.2,2,1
38.9,214,300.5,1524,311.8,1,1
30.4,155,297.5,1581,308.9,1,0
41.8,79,298.1,1502,307.9,1,0
53.1,212,302.0,1378,310.9,1,1
31.6,111,300.7,1653,310.8,1,0
31.3,180,301.3,1626,310.3,1,0
47.0,210,303.4,1341,311.8,2,1
39.1,82,300.8,1434,311.2,2,0
29.3,13,296.9,1713,308.0,1,0
51.5,231,300.5,1417,309.3,1,1
33.7,149,303.7,1546,312.4,2,0
28.4,79,300.8,1669,310.6,2,0
44.7,157,302.9,1426,312.3,2,0
48.4,161,302.2,1348,310.6,1,1
40.3,126,298.8,1486,309.9,1,0
53.6,164,303.0,1335,311.3,2,1
39.9,143,298.3,1435,307.9,1,0
18.7,144,298.2,2056,309.3,2,0
50.3,231,302.0,1383,310.8,1,1
38.5,27,298.9,1525,310.5,2,0
37.8,91,299.2,1492,308.7,1,0
46.1,145,301.0,1517,310.4,2,0
40.1,7,299.4,1473,310.9,2,0
33.2,3,301.9,1641,310.9,2,0
14.7,198,302.5,2370,311.8,0,0
44.9,208,301.8,1393,310.0,1,0
25.5,46,301.3,1819,310.7,2,0
67.8,197,302.7,1263,310.5,1,1
33.8,106,298.2,1608,307.7,2,0
51.7,153,301.9,1370,310.4,1,1
37.7,15,297.9,1537,307.7,1,0
54.4,165,298.8,1378,309.1,1,0
4.6,143,298.9,2861,309.1,1,1
40.4,35,297.7,1504,309.0,2,0
32.5,207,297.4,1588,308.4,1,0
28.9,179,299.7,1685,309.2,2,1
32.7,159,299.8,1654,310.2,1,0
62.4,204,297.4,1325,308.8,2,1
34.8,112,298.7,1620,310.1,1,0
36.2,12,295.5,1542,305.9,1,0
12.8,81,300.4,2563,309.9,0,1
65.8,75,301.6,1309,310.6,2,1
37.9,58,300.7,1548,312.3,1,0
45.1,176,298.6,1407,309.4,2,0
41.5,204,298.1,1453,308.3,2,0
47.6,106,303.0,1361,311.2,1,1
41.8,18,301.9,1474,311.2,0,0
39.8,202,298.9,1583,309.6,1,0
56.2,146,303.0,1365,311.3,1,1
73.6,49,301.1,1312,310.4,1,1
45.7,144,302.4,1372,310.5,2,1
24.6,142,297.2,1825,307.9,1,0
48.8,229,299.1,1435,310.1,1,1
19.9,99,300.7,1981,311.0,0,0
30.5,201,302.8,1671,310.6,1,0
65.3,66,300.7,1356,310.9,1,1
28.4,134,299.9,1703,311.3,2,0
34.7,189,300.1,1549,311.5,1,0
46.4,24,300.7,1445,309.5,2,0
52.7,134,302.3,1321,310.1,1,1
50.7,185,298.9,1356,308.7,1,0
39.4,0,299.2,1509,308.4,1,0
58.2,110,302.0,1336,310.4,1,1
61.0,182,301.8,1334,309.9,2,1
51.5,126,302.2,1355,310.6,2,1
32.4,98,301.2,1676,310.7,1,0
47.3,164,303.5,1390,312.4,1,0
25.8,35,300.2,1808,310.4,1,0
40.5,215,299.4,1464,309.1,1,0
34.4,228,302.6,1629,311.5,0,1
35.5,167,302.7,1585,312.2,2,0
55.6,46,297.6,1354,309.0,0,0
48.9,107,302.4,1379,310.1,2,1
53.8,8,303.2,1351,311.4,1,1
33.6,108,304.1,1587,313.5,2,0
45.3,62,296.9,1435,308.1,1,0
69.0,105,296.7,1258,307.8,2,1
39.4,126,297.0,1502,307.7,1,0
65.6,0,301.5,1336,310.7,2,1
36.0,169,302.2,1630,311.2,1,0
42.6,164,301.7,1474,311.0,1,0
37.4,16,298.4,1531,309.3,1,0
67.8,197,302.7,1263,310.5,1,1
69.0,105,296.7,1258,307.8,2,1
39.0,174,300.2,1500,311.6,1,0
34.3,139,302.3,1665,311.6,1,0
41.4,125,303.0,1480,312.3,1,0
46.9,113,301.0,1508,311.0,2,0
40.1,107,303.1,1511,312.9,1,0
49.6,56,297.9,1338,309.1,2,0
41.7,85,299.8,1526,309.6,1,0
54.1,27,300.5,1382,312.0,2,0
47.1,209,299.4,1485,309.3,2,0
32.4,112,299.6,1553,309.3,2,0
57.3,204,301.0,1379,310.5,1,1
47.6,246,300.6,1380,309.4,0,1
18.9,232,300.7,2097,311.7,2,1
51.5,126,302.2,1355,310.6,2,1
54.0,119,302.3,1363,311.8,2,1
38.1,61,301.2,1499,310.3,1,0
9.7,143,301.0,2710,312.2,2,1
38.8,154,300.3,1595,311.6,1,0
28.3,193,300.3,1723,311.7,2,0
51.5,231,300.5,1417,309.3,1,1
27.1,37,300.5,1642,311.4,1,0
46.9,199,297.4,1359,308.2,0,0
38.4,177,303.9,1528,312.7,1,0
27.9,240,297.5,1668,309.5,0,0
39.4,122,296.8,1480,307.8,1,0
71.8,149,300.2,1255,311.0,1,1
69.0,105,296.7,1258,307.8,2,1
54.6,112,303.6,1371,312.2,0,1
50.5,69,302.2,1386,311.6,2,0
34.3,41,297.6,1595,308.3,1,0
47.3,60,303.3,1373,311.5,2,1
60.7,119,298.4,1421,308.7,2,1
29.2,132,299.5,1675,309.3,2,0
35.8,90,303.4,1580,312.2,1,0
26.5,6,301.4,1782,310.8,2,0
54.3,117,303.0,1372,311.1,2,1
43.5,84,298.7,1499,308.6,0,0
28.2,140,301.3,1647,311.1,1,0
46.3,175,299.0,1428,310.3,1,0
28.3,116,297.7,1681,308.9,2,0
35.7,160,300.2,1511,311.6,1,0
34.3,74,297.3,1545,308.5,1,0
31.9,161,297.4,1582,308.7,2,0
41.4,94,302.9,1510,312.2,1,0
76.6,3,300.4,1200,311.6,1,1
33.9,100,300.6,1542,310.0,2,0
69.7,64,298.7,1402,310.1,2,1
45.1,6,302.1,1355,310.0,2,1
54.8,231,299.1,1317,310.2,1,1
45.7,144,302.4,1372,310.5,2,1
40.9,195,296.7,1450,308.1,1,0
47.5,64,300.3,1378,311.5,1,0
37.9,37,300.1,1589,311.6,0,0
39.0,214,301.9,1567,310.9,1,1
44.3,194,301.0,1479,310.9,1,0
58.2,110,302.0,1336,310.4,1,1
53.9,202,304.0,1313,312.9,1,0
30.5,234,300.4,1671,310.2,2,1
46.0,35,300.0,1473,309.3,1,0
42.0,13,297.4,1465,308.3,1,0
35.7,180,304.2,1668,313.3,1,0
61.4,14,303.9,1343,313.1,2,0
53.0,171,297.5,1352,308.7,2,0
36.4,160,302.6,1486,310.8,1,0
41.7,116,301.6,1599,310.4,1,0
32.8,193,302.6,1596,310.5,1,0
66.3,42,298.5,1301,308.2,1,1
27.1,136,297.7,1740,308.4,1,0
46.0,234,303.3,1497,311.4,1,1
47.0,152,303.8,1523,312.5,1,0
21.2,13,299.0,1886,310.1,1,0
25.6,176,300.7,1740,311.0,2,0
69.1,153,297.0,1296,307.9,1,1
34.1,151,301.5,1629,310.4,1,0
29.7,137,302.3,1742,310.9,2,0
51.9,117,297.4,1401,308.2,2,0
38.2,175,296.9,1555,308.3,1,0
58.5,176,298.0,1479,308.7,2,1
57.3,147,302.0,1280,309.8,0,1
39.4,78,300.6,1452,309.4,2,0
25.5,129,299.7,1779,309.3,1,0
61.0,215,303.4,1306,311.8,1,1
30.4,218,302.3,1710,310.9,2,1
37.3,187,300.4,1472,311.2,1,0
27.0,127,298.1,1767,307.7,1,0
23.3,205,299.6,1922,310.7,1,1
47.7,28,299.6,1393,309.2,2,0
40.6,144,297.5,1503,309.4,1,0
32.9,207,303.8,1633,313.0,1,0
38.9,199,304.4,1510,313.6,2,0
20.0,185,299.8,1948,311.0,2,0
45.3,64,301.2,1389,310.6,1,0
54.6,226,303.2,1238,311.4,1,1
46.6,13,297.6,1428,309.6,0,0
30.8,137,299.7,1645,309.2,1,0
60.3,207,302.1,1351,311.0,2,1
29.0,216,300.0,1692,311.4,2,1
48.7,111,300.8,1397,311.2,1,0
42.1,182,300.4,1362,309.4,2,0
32.8,142,296.8,1664,307.8,2,0
62.7,142,302.0,1386,309.7,2,1
45.2,222,299.2,1445,308.5,1,0
35.6,101,298.4,1477,309.6,1,0
76.2,89,295.8,1235,306.3,2,1
50.1,189,297.8,1435,308.3,1,0
53.6,186,300.2,1329,309.4,2,0
40.8,182,300.3,1560,310.0,1,0
57.5,88,297.6,1353,308.4,1,0
45.4,137,299.4,1432,309.1,1,0
45.6,25,303.2,1427,311.2,1,0
47.7,24,299.2,1402,308.4,1,0
32.4,189,298.8,1527,308.9,1,0
39.3,110,300.4,1447,309.5,1,0
51.9,162,299.6,1378,309.0,1,0
61.5,61,297.4,1399,308.5,1,1
44.2,115,303.0,1359,311.0,1,1
46.1,199,300.4,1433,311.0,2,0
66.7,205,302.3,1333,311.4,1,1
49.0,187,301.7,1317,309.9,1,1
13.0,5,303.8,2497,313.1,1,1
37.3,203,298.6,1587,309.1,2,0
61.2,189,300.8,1405,310.1,1,1
45.0,162,302.1,1492,311.2,1,0
25.0,153,300.7,1706,311.0,2,0
53.8,228,299.0,1371,310.4,1,1
23.6,75,303.5,1897,313.1,1,0
50.9,69,303.4,1316,311.8,2,1
33.1,137,302.3,1625,311.3,2,0
44.0,67,302.3,1360,310.9,2,1
41.2,140,299.2,1487,308.5,1,0
65.9,29,301.9,1260,310.6,2,0
45.4,174,302.0,1361,310.1,1,1
57.0,144,303.2,1281,312.6,1,0
35.2,50,299.5,1585,310.1,1,0
34.5,156,302.0,1606,309.9,0,0
49.3,41,302.1,1359,310.7,1,1
51.4,66,299.1,1524,310.4,2,0
53.3,68,300.7,1336,311.0,1,0
52.7,212,297.3,1396,308.2,1,1
47.5,18,298.5,1451,308.2,1,0
50.5,64,301.8,1341,310.3,1,1
48.8,109,300.6,1428,309.9,1,0
44.6,184,297.9,1383,308.5,0,0
55.7,204,301.9,1340,310.5,1,1
45.7,144,302.4,1372,310.5,2,1
39.4,107,301.2,1517,310.7,1,0
28.4,56,296.3,1760,307.4,1,0
28.9,76,298.1,1662,307.9,2,0
50.4,17,297.5,1427,308.9,1,0
49.3,41,302.1,1359,310.7,1,1
62.4,101,302.1,1294,310.7,0,1
41.8,112,300.5,1466,311.4,1,0
47.3,203,300.7,1543,310.4,1,0
48.0,180,302.3,1475,311.8,2,0
36.6,74,300.1,1530,311.6,1,0
45.9,48,304.2,1464,313.3,1,0
38.5,52,299.5,1502,310.0,1,0
40.4,11,298.0,1489,308.2,1,0
25.9,154,296.3,1774,307.1,0,0
38.5,176,297.5,1540,309.1,2,0
34.6,33,304.1,1666,313.1,1,0
63.9,20,301.4,1259,309.9,1,1
48.3,157,298.7,1375,309.4,2,0
23.8,61,297.2,1796,308.3,1,0
51.0,174,303.0,1341,311.2,1,1
46.0,149,304.2,1411,313.6,1,0
35.8,5,298.6,1540,309.6,1,0
37.8,206,301.0,1493,310.6,1,1
53.1,212,302.0,1378,310.9,1,1
27.9,217,298.0,1792,307.5,1,0
54.2,228,303.2,1324,311.4,1,1
58.8,195,299.5,1390,309.4,1,1
45.1,185,299.1,1499,308.6,2,0
40.0,94,301.5,1402,311.1,2,0
32.4,126,297.9,1642,307.5,2,0
41.6,34,303.4,1377,311.9,1,1
47.5,42,301.3,1451,310.6,1,0
48.5,180,301.9,1374,309.9,1,1
28.9,147,298.3,1703,307.9,1,0
49.7,210,297.2,1431,308.1,1,1
71.3,122,303.0,1257,312.2,2,1
72.8,159,300.5,1324,309.8,0,1
61.0,215,303.4,1306,311.8,1,1
37.9,163,303.0,1507,312.5,0,0
53.6,193,301.3,1355,310.1,1,0
49.2,134,302.2,1346,310.6,2,1
39.0,142,300.6,1516,309.5,1,0
31.0,81,302.7,1652,312.0,2,0
50.4,74,297.2,1366,308.6,1,0
25.7,192,301.0,1809,310.9,1,0
52.7,134,302.3,1321,310.1,1,1
25.3,136,297.9,1747,307.6,1,0
50.3,146,302.1,1422,311.2,1,0
58.0,190,301.0,1399,311.0,1,1
49.4,96,304.2,1457,313.4,1,0
55.1,187,302.5,1349,310.4,1,1
44.8,101,303.6,1421,311.8,2,1
23.5,198,301.0,1889,311.9,1,0
58.1,184,297.2,1337,307.9,1,0
65.3,208,300.7,1364,310.2,0,1
63.9,59,303.4,1298,311.9,1,1
52.2,40,302.8,1312,310.9,1,1
30.2,162,298.9,1587,310.1,1,0
69.4,189,298.0,1268,308.7,1,1
49.7,118,302.3,1401,311.2,1,0
24.7,212,303.1,1847,311.3,2,0
44.1,166,298.2,1499,308.0,1,0
58.0,90,299.8,1268,309.1,2,0
46.7,210,300.3,1394,309.9,0,1
44.3,208,301.7,1441,311.0,1,1
60.4,133,297.1,1406,307.8,1,0
41.0,16,297.3,1490,308.2,1,0
55.0,25,302.7,1275,310.8,0,1
49.0,13,296.3,1444,307.3,1,0
31.1,96,302.4,1543,311.8,1,0
31.1,149,300.5,1576,311.9,1,0
33.4,139,302.3,1612,310.7,1,0
33.5,191,300.4,1614,310.1,1,0
60.1,212,300.6,1372,311.9,1,1
34.6,131,300.7,1541,309.6,1,0
48.8,229,299.1,1435,310.1,1,1
51.5,126,302.2,1355,310.6,2,1
38.3,88,299.1,1502,308.8,1,0
18.9,59,302.4,2009,310.1,1,0
41.2,104,300.0,1364,309.3,1,0
56.8,187,303.3,1337,311.6,1,1
45.5,206,302.4,1457,312.0,1,0
37.8,206,301.0,1493,310.6,1,1
35.4,148,301.6,1535,310.8,1,0
39.7,166,297.6,1509,308.6,2,0
60.7,100,301.1,1309,310.5,2,0
16.1,42,301.9,2305,310.9,2,0
28.8,56,300.3,1667,311.5,1,0
12.8,84,298.3,2636,308.1,0,0
28.7,106,301.5,1636,310.5,1,0
72.8,159,300.5,1324,309.8,0,1
57.2,67,302.6,1359,310.4,1,1
29.9,44,302.4,1578,311.9,1,0
57.5,187,302.8,1336,312.3,0,0
33.7,30,299.1,1559,308.3,1,0
63.9,59,303.4,1298,311.9,1,1
45.5,76,295.8,1444,306.3,2,0
51.0,76,301.9,1429,310.7,1,0
60.7,216,298.4,1282,308.2,1,1
65.3,208,300.7,1364,310.2,0,1
43.3,199,298.2,1448,308.3,2,0
57.3,204,301.0,1379,310.5,1,1
17.8,91,302.9,2102,311.2,0,0
41.9,221,299.7,1399,309.3,2,1
22.1,55,299.4,1957,309.1,1,0
28.0,6,299.3,1651,308.3,1,0
57.6,197,302.0,1308,309.9,1,1
57.0,132,297.5,1347,308.6,2,0
65.5,229,301.7,1298,309.5,1,1
8.0,15,301.5,2760,310.9,1,1
45.8,71,298.1,1410,308.1,1,0
41.2,19,298.5,1492,310.0,1,0
34.6,187,301.4,1610,310.8,1,0
53.8,228,299.0,1371,310.4,1,1
31.8,52,300.6,1630,311.6,2,0
49.8,222,297.6,1501,309.6,1,1
62.5,200,304.0,1363,312.9,1,1
40.4,92,300.9,1576,310.4,2,0
46.7,49,299.3,1376,309.1,2,0
62.4,106,302.4,1346,310.2,1,1
52.3,218,298.3,1412,308.1,1,1
36.0,150,297.3,1506,308.1,1,0
21.9,200,302.6,2000,312.1,2,0
34.9,18,298.5,1553,308.8,2,0
47.8,176,303.8,1336,313.2,1,0
41.3,39,302.1,1409,310.8,2,0
35.4,120,300.0,1537,311.4,2,0
32.1,192,299.1,1689,308.5,1,0
31.4,76,297.4,1566,308.5,2,0
45.8,46,298.0,1496,309.5,1,0
55.6,215,295.6,1372,306.1,1,1
76.6,3,300.4,1200,311.6,1,1
36.1,225,297.9,1604,307.4,0,1
40.6,159,301.1,1470,311.1,2,0
39.9,53,301.5,1474,310.4,1,0
44.2,166,300.3,1477,311.1,2,0
47.3,118,300.6,1494,310.4,1,0
30.3,119,298.8,1653,310.1,1,0
43.8,119,302.3,1438,310.8,0,0
40.7,174,302.4,1444,310.9,0,0
34.6,150,298.4,1581,309.7,1,0
39.2,206,301.4,1476,310.5,1,0
29.7,141,299.3,1732,309.0,0,0
40.4,48,301.7,1516,310.8,2,0
38.6,127,298.8,1490,309.8,2,0
47.3,60,303.3,1373,311.5,2,1
14.6,149,295.7,2270,306.2,1,1
21.5,0,303.3,1958,311.4,1,0
43.3,174,303.9,1485,312.7,2,0
62.0,142,299.4,1326,309.1,2,0
43.9,91,297.5,1497,308.6,1,0
34.0,192,301.0,1570,310.9,1,0
34.5,127,298.2,1578,307.8,2,0
47.1,185,298.2,1447,309.4,1,0
43.9,84,300.8,1453,310.9,1,0
54.0,44,303.4,1307,311.4,2,1
22.8,118,297.0,1867,307.7,1,0
33.9,139,302.4,1652,311.1,1,0
68.3,24,296.3,1319,307.2,2,1
45.1,51,298.7,1411,309.9,2,0
28.3,207,300.5,1750,311.9,1,0
38.4,195,301.3,1538,310.4,1,0
45.1,151,300.5,1453,312.0,1,0
46.0,180,300.8,1444,309.9,2,0
27.0,151,301.2,1709,309.8,0,0
31.1,20,297.7,1616,309.7,0,0
48.0,125,300.6,1455,309.8,1,0
31.1,0,296.2,1633,307.2,2,0
23.5,166,299.8,1911,310.2,1,0
31.0,129,299.1,1657,310.4,1,0
23.6,26,300.1,1858,309.4,1,0
41.9,196,297.8,1488,308.5,2,0
38.8,109,299.0,1512,310.4,1,0
60.5,112,300.3,1332,311.3,1,0
36.8,7,301.1,1564,310.1,1,0
8.0,15,301.5,2760,310.9,1,1
60.9,187,298.5,1360,309.4,1,1
68.2,172,298.6,1361,308.2,1,1
39.2,221,300.6,1608,310.4,1,0
53.4,175,297.6,1390,308.6,2,0
30.0,165,300.4,1707,311.8,2,0
50.2,222,300.7,1399,311.9,1,1
66.8,148,303.6,1222,311.8,1,1
46.3,251,302.7,1477,312.4,1,1
39.9,174,300.3,1483,310.1,1,0
39.4,29,296.8,1510,308.0,1,0
31.4,121,299.1,1601,308.3,1,0
40.2,93,300.6,1530,309.5,2,0
39.0,214,301.9,1567,310.9,1,1
41.7,201,301.9,1439,309.6,2,0
39.0,141,297.5,1560,308.0,2,0
56.4,202,297.0,1385,307.8,1,1
59.2,198,300.4,1272,311.8,1,1
48.4,110,301.8,1452,310.6,1,0
52.0,154,302.6,1331,310.9,1,1
45.9,108,299.0,1434,308.6,1,0
37.3,25,297.8,1547,309.7,1,0
49.9,206,299.9,1328,310.4,1,0
48.2,77,301.6,1326,310.1,1,1
57.3,147,302.0,1280,309.8,0,1
55.8,84,303.5,1404,312.8,0,0
61.8,209,300.7,1416,310.4,1,1
46.5,62,303.5,1361,311.6,1,1
25.6,200,297.8,1871,308.9,1,1
20.4,164,299.5,1965,308.8,1,0
41.3,208,298.8,1455,308.9,1,1
58.7,213,303.8,1256,313.1,1,1
50.1,104,303.1,1378,312.4,2,0
40.0,71,302.3,1546,311.2,2,0
71.8,149,300.2,1255,311.0,1,1
41.2,93,300.7,1378,311.0,2,0
51.8,90,303.7,1363,312.1,1,1
28.1,107,297.5,1697,308.7,2,0
52.1,176,299.7,1352,311.2,1,0
41.6,9,301.3,1531,310.1,1,0
47.7,35,299.7,1429,310.3,2,0
35.9,215,303.4,1521,312.0,1,1
52.4,142,300.0,1412,310.5,1,0
33.3,33,299.6,1601,309.2,1,0
38.9,181,299.1,1498,308.7,1,0
42.4,155,304.1,1410,313.2,2,0
33.5,13,297.8,1600,307.9,0,0
37.0,114,300.3,1471,311.4,1,0
4.2,118,297.4,2874,308.7,1,1
42.2,199,297.1,1527,308.2,0,0
44.7,88,297.8,1466,308.5,2,0
17.8,31,298.2,2186,308.7,1,0
55.4,76,299.2,1395,310.4,2,0
46.8,56,300.7,1486,311.2,1,0
73.6,49,301.1,1312,310.4,1,1
38.1,182,297.6,1479,308.9,2,0
58.2,146,297.5,1318,309.4,1,0
42.0,177,299.8,1553,310.1,1,0
40.4,61,298.9,1484,310.1,2,0
27.7,46,300.5,1779,312.0,2,0
48.7,26,302.9,1417,312.3,0,0
37.7,79,302.2,1592,311.6,2,0
10.7,86,298.2,2678,308.5,2,1
35.2,171,302.0,1583,310.6,1,0
38.7,5,300.4,1555,311.7,2,0
49.0,223,301.9,1410,309.6,1,0
47.0,198,299.2,1401,308.7,2,0
47.2,73,298.8,1351,309.9,1,0
10.8,84,302.6,2676,310.2,2,1
65.9,203,298.7,1181,309.8,1,1
27.2,14,303.6,1710,312.8,1,0
55.5,159,299.1,1371,308.5,1,0
33.4,87,301.9,1610,310.6,1,0
8.8,142,298.9,2737,310.2,1,1
56.2,146,303.0,1365,311.3,1,1
38.6,72,303.8,1452,313.0,1,0
47.4,170,300.4,1515,311.7,1,0
51.2,119,300.6,1378,310.8,1,0
49.3,34,302.3,1379,310.9,1,1
55.7,204,301.9,1340,310.5,1,1
36.6,186,303.7,1632,312.5,1,0
58.2,110,302.0,1336,310.4,1,1
54.0,86,302.5,1307,310.2,1,1
46.3,251,302.7,1477,312.4,1,1
69.7,64,298.7,1402,310.1,2,1
48.9,30,299.2,1329,310.5,0,0
35.8,147,303.8,1570,312.9,0,0
39.7,187,301.9,1472,310.5,0,0
29.7,101,299.0,1689,310.3,2,0
61.0,189,298.2,1310,308.4,1,1
39.2,179,299.2,1542,308.8,1,0
68.2,172,298.6,1361,308.2,1,1
41.3,165,297.4,1529,308.8,1,0
49.3,34,302.3,1379,310.9,1,1
32.5,148,302.7,1603,312.1,0,0
43.3,46,298.7,1446,309.9,1,0
49.4,5,298.1,1498,308.5,1,0
62.5,92,299.0,1377,310.2,1,1
50.9,36,302.3,1353,310.1,1,1
42.5,130,300.6,1532,309.8,2,0
67.3,67,298.2,1313,307.9,1,1
60.7,191,299.2,1345,309.1,1,1
12.7,21,304.3,2643,313.5,1,0
50.6,141,300.8,1409,310.5,2,0
66.3,42,298.5,1301,308.2,1,1
29.0,103,298.3,1595,309.4,2,0
43.7,171,297.2,1446,308.5,1,0
44.8,101,303.6,1421,311.8,2,1
56.8,187,303.3,1337,311.6,1,1
60.6,90,302.0,1263,310.5,1,1
35.9,152,302.2,1545,311.6,1,0
67.9,10,301.1,1282,310.9,1,1
39.0,45,300.4,1517,311.6,1,0
46.7,29,303.2,1363,311.2,1,1
58.4,189,300.7,1336,311.8,1,1
34.5,216,301.7,1624,310.6,1,0
36.6,0,302.0,1454,310.8,1,0
20.7,137,302.6,2001,311.0,1,0
54.1,118,299.7,1401,309.2,1,0
45.9,30,298.7,1402,310.2,1,0
9.7,143,301.0,2710,312.2,2,1
28.0,164,302.4,1633,310.2,1,0
27.2,192,302.0,1735,309.9,0,0
25.1,118,298.1,1804,308.9,2,0
61.9,216,298.9,1287,309.8,1,1
62.1,83,299.6,1283,309.4,2,0
44.6,66,298.8,1466,309.9,0,0
62.3,20,298.4,1433,308.3,1,1
43.5,21,301.0,1480,310.0,1,0
47.3,60,300.0,1418,311.2,1,0
45.5,86,297.7,1453,308.5,1,0
23.4,225,299.6,1867,309.2,2,1
54.1,48,302.2,1416,311.6,1,0
54.9,126,301.9,1376,310.4,1,1
13.9,205,301.8,2372,310.1,2,1
33.4,99,298.6,1627,309.7,1,0
52.8,194,301.1,1339,311.0,0,0
67.6,194,302.4,1338,311.0,1,1
22.3,59,301.2,1798,310.9,0,0
56.9,97,302.5,1330,310.9,1,1
31.9,36,300.3,1634,311.5,1,0
25.3,164,300.9,1740,310.7,1,0
35.8,60,295.6,1509,306.3,0,0
41.3,116,300.5,1552,309.9,2,0
62.9,134,299.4,1446,308.7,1,1
46.3,210,302.1,1376,310.7,2,1
54.8,253,302.6,1454,312.3,2,1
56.8,187,303.3,1337,311.6,1,1
62.6,183,301.4,1285,310.8,1,1
43.9,84,296.7,1502,307.7,1,0
49.0,34,297.6,1389,308.6,2,0
56.8,216,298.0,1362,308.3,1,1
33.3,53,298.7,1560,308.4,0,0
26.9,183,297.1,1662,307.9,2,0
46.6,30,301.1,1413,311.0,2,0
54.0,86,302.5,1307,310.2,1,1
39.7,83,299.2,1534,310.6,1,0
51.6,12,302.2,1368,310.1,2,1
46.4,207,301.7,1405,310.9,1,1
46.0,29,301.9,1455,311.0,1,0
23.9,4,299.2,1877,308.4,1,0
52.7,212,297.3,1396,308.2,1,1
39.2,8,298.8,1484,308.4,1,0
67.5,208,300.5,1270,311.2,1,1
30.3,64,297.9,1609,307.6,2,0
35.8,32,300.7,1486,311.9,1,0
43.7,80,298.1,1456,308.1,2,0
4.2,118,297.4,2874,308.7,1,1
67.9,30,301.0,1212,310.0,0,0
48.6,72,301.3,1503,310.5,1,0
48.6,111,302.6,1329,311.0,2,1
60.7,77,297.5,1255,308.6,2,0
48.4,161,302.2,1348,310.6,1,1
35.3,46,300.2,1526,309.4,1,0
22.3,48,296.0,2044,306.7,2,0
43.6,92,296.5,1512,307.6,1,0
51.1,160,300.7,1388,309.6,2,0
14.4,201,300.9,2355,309.7,1,0
36.3,211,299.3,1579,308.7,1,0
33.5,109,300.3,1607,311.6,1,0
51.3,116,301.8,1418,309.9,0,0
46.6,144,299.0,1494,310.3,2,0
15.3,98,298.4,2153,309.5,1,1
13.0,179,299.5,2549,308.7,1,1
33.5,5,304.4,1607,313.7,1,0
62.4,92,302.6,1325,310.2,1,1
38.2,198,298.4,1416,308.0,2,1
32.4,81,302.2,1548,311.5,1,0
39.6,105,299.0,1449,308.9,2,0
68.2,111,301.7,1284,309.8,2,1
26.3,191,302.6,1743,310.4,1,0
22.9,178,302.0,1832,310.0,1,0
50.2,98,299.8,1331,309.6,2,0
38.0,84,300.7,1484,310.6,2,0
45.1,219,303.3,1301,311.6,1,1
51.5,126,302.2,1355,310.6,2,1
48.3,42,298.1,1289,307.7,1,0
12.1,31,301.9,2691,311.0,1,1
65.7,191,298.9,1410,309.0,1,1
48.6,111,302.6,1329,311.0,2,1
41.8,48,298.1,1467,309.5,1,0
35.3,65,301.9,1557,310.8,2,0
40.6,20,300.8,1492,311.4,1,0
25.8,33,298.9,1753,308.9,1,0
43.1,31,300.6,1509,310.5,1,0
18.6,51,301.8,2092,310.7,1,0
48.6,183,303.7,1406,313.1,1,0
27.3,14,301.0,1698,310.6,2,0
39.6,144,297.3,1384,308.5,1,0
42.8,160,299.6,1525,309.0,1,0
50.0,117,300.8,1422,312.6,1,0
43.9,188,303.7,1525,312.4,1,0
37.0,111,298.0,1555,308.0,2,0
20.7,5,300.8,1997,309.7,1,0
40.2,98,304.2,1475,313.4,1,0
37.7,153,301.1,1615,311.1,2,0
49.7,210,297.2,1431,308.1,1,1
9.3,18,296.9,2721,307.5,1,1
37.2,95,302.6,1506,311.0,1,0
38.1,92,300.1,1556,310.4,2,0
36.2,188,301.0,1484,311.4,1,0
37.6,70,301.9,1511,310.7,2,0
